pmid,doi,title,pub_date,abstract,authors,journal,keywords,url,affiliations
24067301,10.1038/Npp.2013.254,Oxytocin promotes facial emotion recognition and amygdala reactivity in adults with asperger syndrome.,2014-02-01,"The neuropeptide oxytocin has recently been shown to enhance eye gaze and emotion recognition in healthy men. Here, we report a randomized double-blind, placebo-controlled trial that examined the neural and behavioral effects of a single dose of intranasal oxytocin on emotion recognition in individuals with Asperger syndrome (AS), a clinical condition characterized by impaired eye gaze and facial emotion recognition. Using functional magnetic resonance imaging, we examined whether oxytocin would enhance emotion recognition from facial sections of the eye vs the mouth region and modulate regional activity in brain areas associated with face perception in both adults with AS, and a neurotypical control group. Intranasal administration of the neuropeptide oxytocin improved performance in a facial emotion recognition task in individuals with AS. This was linked to increased left amygdala reactivity in response to facial stimuli and increased activity in the neural network involved in social cognition. Our data suggest that the amygdala, together with functionally associated cortical areas mediate the positive effect of oxytocin on social cognitive functioning in AS.","Domes Gregor, Kumbier Ekkehardt, Heinrichs Markus, Herpertz Sabine C",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,"Administration, Intranasal, Amygdala, Analysis of Variance, Asperger Syndrome, Bias, Case-Control Studies, Cross-Over Studies, Double-Blind Method, Drug Administration Schedule, Emotions, Humans, Image Processing, Computer-Assisted, Magnetic Resonance Imaging, Male, Oxygen, Oxytocin, Pattern Recognition, Visual, Photic Stimulation, Recognition, Psychology",https://www.ncbi.nlm.nih.gov/pubmed/24067301,"Department of General Psychiatry, Center of Psychosocial Medicine, University of Heidelberg, Heidelberg, Germany.; 1] Department of Psychology, Laboratory for Biological and Personality Psychology, University of Freiburg, Freiburg, Germany [2] Freiburg Brain Imaging Center, University Medical Center, University of Freiburg, Freiburg, Germany.; Department of Psychiatry and Psychotherapy, University of Rostock, Rostock, Germany."
23888359,10.1007/S10803-013-1899-3,Nasal oxytocin for social deficits in childhood autism: a randomized controlled trial.,2014-03-01,"The last two decades have witnessed a surge in research investigating the application of oxytocin as a method of enhancing social behaviour in humans. Preliminary evidence suggests oxytocin may have potential as an intervention for autism. We evaluated a 5-day 'live-in' intervention using a double-blind randomized control trial. 38 male youths (7-16 years old) with autism spectrum disorders were administered 24 or 12 international units (depending on weight) intranasal placebo or oxytocin once daily over four consecutive days. The oxytocin or placebo was administered during parent-child interaction training sessions. Parent and child behaviours were assessed using parent reports, clinician ratings, and independent observations, at multiple time points to measure side-effects; social interaction skills; repetitive behaviours; emotion recognition and diagnostic status. Compared to placebo, intranasal oxytocin did not significantly improve emotion recognition, social interaction skills, or general behavioral adjustment in male youths with autism spectrum disorders. The results show that the benefits of nasal oxytocin for young individuals with autism spectrum disorders may be more circumscribed than suggested by previous studies, and suggest caution in recommending it as an intervention that is broadly effective.","Dadds Mark R, MacDonald Elayne, Cauchi Avril, Williams Katrina, Levy Florence, Brennan John",Journal of autism and developmental disorders,"Administration, Intranasal, Adolescent, Autistic Disorder, Child, Double-Blind Method, Humans, Male, Oxytocin, Parent-Child Relations, Placebos, Social Behavior",https://www.ncbi.nlm.nih.gov/pubmed/23888359,"School of Psychology, University of New South Wales, Sydney, NSW, 2052, Australia, m.dadds@unsw.edu.au."
23510581,10.1016/J.Biopsych.2013.02.007,Effects of intranasal oxytocin on the neural basis of face processing in autism spectrum disorder.,2013-08-01,"Autism spectrum disorder (ASD) is associated with altered face processing and decreased activity in brain regions involved in face processing. The neuropeptide oxytocin has been shown to promote face processing and modulate brain activity in healthy adults. The present study examined the effects of oxytocin on the neural basis of face processing in adults with Asperger syndrome (AS). A group of 14 individuals with AS and a group of 14 neurotypical control participants performed a face-matching and a house-matching task during functional magnetic resonance imaging. The effects of a single dose of 24 IU intranasally administered oxytocin were tested in a randomized, placebo-controlled, within-subject, cross-over design. Under placebo, the AS group showed decreased activity in the right amygdala, fusiform gyrus, and inferior occipital gyrus compared with the control group during face processing. After oxytocin treatment, right amygdala activity to facial stimuli increased in the AS group. These findings indicate that oxytocin increases the saliency of social stimuli and in ASD and suggest that oxytocin might promote face processing and eye contact in individuals with ASD as prerequisites for neurotypical social interaction.","Domes Gregor, Heinrichs Markus, Kumbier Ekkehardt, Grossmann Annette, Hauenstein Karlheinz, Herpertz Sabine C",Biological psychiatry,"Administration, Intranasal, Adolescent, Adult, Amygdala, Brain Mapping, Child, Child Development Disorders, Pervasive, Cross-Over Studies, Discrimination, Psychological, Double-Blind Method, Female, Humans, Image Processing, Computer-Assisted, Magnetic Resonance Imaging, Male, Oxygen, Oxytocin, Pattern Recognition, Visual, Photic Stimulation, Time Factors, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/23510581,"Department of Psychology, Laboratory for Biological and Personality Psychology, University of Freiburg, Germany. domes@psychologie.uni-freiburg.de"
23421352,10.1037/A0031581,Effects of a 10-day oxytocin trial in older adults on health and well-being.,2013-04-01,"The neuropeptide oxytocin (OT) modulates functioning of the hypothalamic-pituitary-adrenal (HPA) axis and regulates a range of social processes. Clinical studies have used intranasal OT administration to treat symptoms arising from a number of psychiatric disorders including autism, schizophrenia, and depression. Most of this research, however, has been based on single dose treatments of OT in younger adult populations. The present study examined the impact on the health and psychological well-being of a 10-day OT administration in an older adult population. Residentially housed older adults (N = 41, mean age of 80) were enrolled in a randomized, double-blind, placebo-controlled study. Participants received 40 IU intranasal OT or placebo for 10 consecutive days. No changes in mood or cardiovascular states were observed across the 10-day period. Repeated-measures ANOVAs showed that dispositional gratitude improved for the OT infused participants, although gratitude declined for placebo controls over the 10 days (p = .015). Those in the OT condition did not report a decline in physical functioning over time as was observed in the placebo condition (p = .05), and also reported less fatigue compared with controls (p = .03). No significant adverse events were reported throughout the entirety of the study, indicating that OT can be safely used with older adults.","Barraza Jorge A, Grewal Naomi S, Ropacki Susan, Perez Pamela, Gonzalez Anthony, Zak Paul J",Experimental and clinical psychopharmacology,"Aged, Aged, 80 and over, Analysis of Variance, Double-Blind Method, Humans, Middle Aged, Oxytocin, Placebos, Quality of Life",https://www.ncbi.nlm.nih.gov/pubmed/23421352,"Center for Neuroeconomics Studies, Claremont Graduate University, 160 East 10th Street, Claremont, CA 91711, USA."
23216716,10.1186/2040-2392-3-16,Intranasal oxytocin versus placebo in the treatment of adults with autism spectrum disorders: a randomized controlled trial.,2012-12-05,"There are no effective medications for the treatment of social cognition/function deficits in autism spectrum disorder (ASD), and adult intervention literature in this area is sparse. Emerging data from animal models and genetic association studies as well as early, single-dose intervention studies suggest that the oxytocin system may be a potential therapeutic target for social cognition/function deficits in ASD. The primary aim of this study was to examine the safety/therapeutic effects of intranasal oxytocin versus placebo in adults with ASD, with respect to the two core symptom domains of social cognition/functioning and repetitive behaviors. This was a pilot, randomized, double-blind, placebo-controlled, parallel design trial of intranasal oxytocin versus placebo in 19 adults with ASD (16 males; 33.20 ± 13.29 years). Subjects were randomized to 24 IU intranasal oxytocin or placebo in the morning and afternoon for 6 weeks. Measures of social function/cognition (the Diagnostic Analysis of Nonverbal Accuracy) and repetitive behaviors (Repetitive Behavior Scale Revised) were administered. Secondary measures included the Social Responsiveness Scale, Reading-the-Mind-in-the-Eyes Test and the Yale Brown Obsessive Compulsive Scale - compulsion subscale and quality of life (World Health Organization Quality of Life Questionnaire - emotional/social subscales). Full-information maximum-likelihood parameter estimates were obtained and tested using mixed-effects regression analyses. Although no significant changes were detected in the primary outcome measures after correcting for baseline differences, results suggested improvements after 6 weeks in measures of social cognition (Reading-the-Mind-in-the-Eyes Test, p = 0.002, d = 1.2), and quality of life (World Health Organization Quality of Life Questionnaire - emotion, p = 0.031, d = 0.84), both secondary measures. Oxytocin was well tolerated and no serious adverse effects were reported. This pilot study suggests that there is therapeutic potential to daily administration of intranasal oxytocin in adults with ASD and that larger and longer studies are warranted. NCT00490802.","Anagnostou Evdokia, Soorya Latha, Chaplin William, Bartz Jennifer, Halpern Danielle, Wasserman Stacey, Wang A Ting, Pepa Lauren, Tanel Nadia, Kushki Azadeh, Hollander Eric",Molecular autism,,https://www.ncbi.nlm.nih.gov/pubmed/23216716,"Mount Sinai School of Medicine, One Gustave L, Levy Place, New York, NY 10029-6574, USA. eanagnostou@hollandbloorview.ca."
22795645,10.1016/J.Biopsych.2012.06.011,Oxytocin administration to parent enhances infant physiological and behavioral readiness for social engagement.,2012-12-15,"The social milieu provides the context for the organism's survival, endurance, and adaptation. In mammals, social participation originates within the parent-infant bond and is supported by the oxytocin (OT) system, whose functioning is transmitted from parent to child through patterns of parental care. Human studies indicate that OT administration increases affiliative behavior, including trust, empathy, and social reciprocity. Here, we examine whether OT administration to parent can enhance physiological and behavioral processes that support parental social engagement but, moreover, can have parallel effects on the infant. Utilizing a double-blind, placebo-controlled crossover design, 35 fathers and their 5-month-old infants were observed twice following administration of OT or placebo to father in the face-to-face still-face paradigm. Parent and infant salivary OT were assessed at multiple time points, respiratory sinus arrhythmia (RSA) was measured in the three face-to-face still-face episodes, and social behaviors of the parent and child were micro-coded for indices of social engagement. Oxytocin administration increased father salivary OT, RSA during free play, and key parenting behaviors that support parental-infant bonding. Parallel increases were also found in the infant's salivary OT, RSA response, and engagement behavior, including social gaze, exploration, and social reciprocity. Results are the first to demonstrate that OT administration to one attachment partner can have parallel effects on the other and underscore the role of OT in the cross-generation transmission of human social participation. Findings have translational implications for conditions associated with early risk for social-emotional growth, including autism and prematurity, without the need to administer drugs to young infants.","Weisman Omri, Zagoory-Sharon Orna, Feldman Ruth",Biological psychiatry,"Adult, Arrhythmia, Sinus, Autonomic Nervous System, Child Development, Double-Blind Method, Electrocardiography, Enzyme-Linked Immunosorbent Assay, Fathers, Female, Humans, Infant, Infant Behavior, Interpersonal Relations, Male, Object Attachment, Oxytocin, Parent-Child Relations, Postpartum Period, Saliva, Social Behavior, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/22795645,"Department of Psychology and the Gonda Brain Sciences Center, Bar-Ilan University, Ramat-Gan, Israel."
22278094,10.1038/Npp.2011.333,Effects of a common variant in the CD38 gene on social processing in an oxytocin challenge study: possible links to autism.,2012-05-01,"The intranasal application of oxytocin (OT) has been shown to influence behavioral and neural correlates of social processing. These effects are probably mediated by genetic variations within the OT system. One potential candidate could be the CD38 gene, which codes for a transmembrane protein engaged in OT secretion processes. A common variation in this gene (rs3796863) was recently found to be associated with autism spectrum disorders (ASD). Using an imaging genetics approach, we studied differential effects of an intranasal OT application on neural processing of social stimuli in 55 healthy young men depending on their CD38 gene variant in a double-blind placebo-controlled crossover design. Genotype had a significant influence on both behavioral and neuronal measures of social processing. Homozygotic risk allele carriers showed slower reaction times (RT) and higher activation of left fusiform gyrus during visual processing of social stimuli. Under OT activation differences between genotypes were more evident (though not statistically significantly increased) and RT were accelerated in homozygotic risk allele carriers. According to our data, rs3796863 mainly influences fusiform gyrus activation, an area which has been widely discussed in ASD research. OT seems to modulate this effect by enhancing activation differences between allele groups, which suggests an interaction between genetic makeup and OT availability on fusiform gyrus activation. These results support recent approaches to apply OT as a pharmacological treatment of ASD symptoms.","Sauer Carina, Montag Christian, Wörner Christiane, Kirsch Peter, Reuter Martin",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,"Administration, Intranasal, Adult, Affect, Arousal, Attention, Autistic Disorder, Brain, Brain Mapping, Cross-Over Studies, Follow-Up Studies, Genetic Variation, Genotype, Humans, Image Processing, Computer-Assisted, Magnetic Resonance Imaging, Male, Oxygen, Oxytocin, Platelet Endothelial Cell Adhesion Molecule-1, Reaction Time, Social Perception, Surveys and Questionnaires, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/22278094,"Department of Clinical Psychology, Central Institute of Mental Health, Medical Faculty Mannheim, Heidelberg University, Mannheim, Germany. Carina.Sauer@zi-mannheim.de"
19897177,10.1016/J.Biopsych.2009.09.020,Intranasal oxytocin improves emotion recognition for youth with autism spectrum disorders.,2010-04-01,"A diagnostic hallmark of autism spectrum disorders is a qualitative impairment in social communication and interaction. Deficits in the ability to recognize the emotions of others are believed to contribute to this. There is currently no effective treatment for these problems. In a double-blind, randomized, placebo-controlled, crossover design, we administered oxytocin nasal spray (18 or 24 IU) or a placebo to 16 male youth aged 12 to 19 who were diagnosed with Autistic or Asperger's Disorder. Participants then completed the Reading the Mind in the Eyes Task, a widely used and reliable test of emotion recognition. In comparison with placebo, oxytocin administration improved performance on the Reading the Mind in the Eyes Task. This effect was also shown when analysis was restricted to the younger participants aged 12 to 15 who received the lower dose. This study provides the first evidence that oxytocin nasal spray improves emotion recognition in young people diagnosed with autism spectrum disorders. Findings suggest the potential of earlier intervention and further evaluation of oxytocin nasal spray as a treatment to improve social communication and interaction in young people with autism spectrum disorders.","Guastella Adam J, Einfeld Stewart L, Gray Kylie M, Rinehart Nicole J, Tonge Bruce J, Lambert Timothy J, Hickie Ian B",Biological psychiatry,"Administration, Intranasal, Administration, Topical, Adolescent, Affect, Autistic Disorder, Child, Cross-Over Studies, Double-Blind Method, Female, Humans, Male, Oxytocin, Recognition, Psychology, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/19897177,"Brain & Mind Research Institute, University of Sydney, Sydney, NSW 2050, Australia. aguastella@med.usyd.edu.au"
18498743,10.1016/J.Neuron.2008.04.009,Oxytocin shapes the neural circuitry of trust and trust adaptation in humans.,2008-05-22,"Trust and betrayal of trust are ubiquitous in human societies. Recent behavioral evidence shows that the neuropeptide oxytocin increases trust among humans, thus offering a unique chance of gaining a deeper understanding of the neural mechanisms underlying trust and the adaptation to breach of trust. We examined the neural circuitry of trusting behavior by combining the intranasal, double-blind, administration of oxytocin with fMRI. We find that subjects in the oxytocin group show no change in their trusting behavior after they learned that their trust had been breached several times while subjects receiving placebo decrease their trust. This difference in trust adaptation is associated with a specific reduction in activation in the amygdala, the midbrain regions, and the dorsal striatum in subjects receiving oxytocin, suggesting that neural systems mediating fear processing (amygdala and midbrain regions) and behavioral adaptations to feedback information (dorsal striatum) modulate oxytocin's effect on trust. These findings may help to develop deeper insights into mental disorders such as social phobia and autism, which are characterized by persistent fear or avoidance of social interactions.","Baumgartner Thomas, Heinrichs Markus, Vonlanthen Aline, Fischbacher Urs, Fehr Ernst",Neuron,"Adaptation, Psychological, Adult, Analysis of Variance, Brain, Brain Mapping, Double-Blind Method, Games, Experimental, Humans, Image Processing, Computer-Assisted, Magnetic Resonance Imaging, Male, Nerve Net, Oxygen, Oxytocin, Psychometrics, Reaction Time, Risk-Taking, Surveys and Questionnaires, Trust",https://www.ncbi.nlm.nih.gov/pubmed/18498743,"Center for the Study of Social and Neural Systems, Institute for Empirical Research in Economics, University of Zurich, Blumlisalpstrasse 10, CH-8006 Zurich, Switzerland. t.baumgartner@iew.uzh.ch"
17137561,10.1016/J.Biopsych.2006.07.015,"Oxytocin improves ""mind-reading"" in humans.",2007-03-15,"The ability to ""read the mind"" of other individuals, that is, to infer their mental state by interpreting subtle social cues, is indispensable in human social interaction. The neuropeptide oxytocin plays a central role in social approach behavior in nonhuman mammals. In a double-blind, placebo-controlled, within-subject design, 30 healthy male volunteers were tested for their ability to infer the affective mental state of others using the Reading the Mind in the Eyes Test (RMET) after intranasal administration of 24 IU oxytocin. Oxytocin improved performance on the RMET compared with placebo. This effect was pronounced for difficult compared with easy items. Our data suggest that oxytocin improves the ability to infer the mental state of others from social cues of the eye region. Oxytocin might play a role in the pathogenesis of autism spectrum disorder, which is characterized by severe social impairment.","Domes Gregor, Heinrichs Markus, Michel Andre, Berger Christoph, Herpertz Sabine C",Biological psychiatry,"Administration, Intranasal, Adult, Awareness, Brain, Cues, Double-Blind Method, Empathy, Facial Expression, Humans, Interpersonal Relations, Male, Nonverbal Communication, Oxytocin, Reference Values, Social Perception, Telepathy",https://www.ncbi.nlm.nih.gov/pubmed/17137561,"Department of Psychiatry and Psychotherapy, Rostock University, Rostock, Germany. gregor.domes@med.uni-rostock.de"
16904652,10.1016/J.Biopsych.2006.05.030,Oxytocin increases retention of social cognition in autism.,2007-02-15,"Oxytocin dysfunction might contribute to the development of social deficits in autism, a core symptom domain and potential target for intervention. This study explored the effect of intravenous oxytocin administration on the retention of social information in autism. Oxytocin and placebo challenges were administered to 15 adult subjects diagnosed with autism or Asperger's disorder, and comprehension of affective speech (happy, indifferent, angry, and sad) in neutral content sentences was tested. All subjects showed improvements in affective speech comprehension from pre- to post-infusion; however, whereas those who received placebo first tended to revert to baseline after a delay, those who received oxytocin first retained the ability to accurately assign emotional significance to speech intonation on the speech comprehension task. These results are consistent with studies linking oxytocin to social recognition in rodents as well as studies linking oxytocin to prosocial behavior in humans and suggest that oxytocin might facilitate social information processing in those with autism. These findings also provide preliminary support for the use of oxytocin in the treatment of autism.","Hollander Eric, Bartz Jennifer, Chaplin William, Phillips Ann, Sumner Jennifer, Soorya Latha, Anagnostou Evdokia, Wasserman Stacey",Biological psychiatry,"Adult, Analysis of Variance, Asperger Syndrome, Autistic Disorder, Cognition, Comprehension, Cross-Over Studies, Double-Blind Method, Female, Humans, Male, Middle Aged, Oxytocics, Oxytocin, Retention, Psychology, Social Behavior, Speech",https://www.ncbi.nlm.nih.gov/pubmed/16904652,"Mount Sinai School of Medicine, New York, New York, USA. eric.hollander@mssm.edu"
12496956,10.1038/Sj.Npp.1300021,Oxytocin infusion reduces repetitive behaviors in adults with autistic and Asperger's disorders.,2003-01-01,"Autism is a neurodevelopmental disorder characterized by dysfunction in three core behavioral domains: repetitive behaviors, social deficits, and language abnormalities. There is evidence that abnormalities exist in peptide systems, particularly the oxytocin system, in autism spectrum patients. Furthermore, oxytocin and the closely related peptide vasopressin are known to play a role in social and repetitive behaviors. This study examined the impact of oxytocin on repetitive behaviors in 15 adults with autism or Asperger's disorder via randomized double-blind oxytocin and placebo challenges. The primary outcome measure was an instrument rating six repetitive behaviors: need to know, repeating, ordering, need to tell/ask, self-injury, and touching. Patients with autism spectrum disorders showed a significant reduction in repetitive behaviors following oxytocin infusion in comparison to placebo infusion. Repetitive behavior in autism spectrum disorders may be related to abnormalities in the oxytocin system, and may be partially ameliorated by synthetic oxytocin infusion.","Hollander Eric, Novotny Sherie, Hanratty Margaret, Yaffe Rona, DeCaria Concetta M, Aronowitz Bonnie R, Mosovich Serge",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,"Adult, Asperger Syndrome, Autistic Disorder, Blood Pressure, Body Temperature, Double-Blind Method, Female, Humans, Infusions, Intravenous, Male, Oxytocin, Psychiatric Status Rating Scales, Pulse, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/12496956,"Department of Psychiatry, Seaver Autism Research Center, Mount Sinai School of Medicine, New York, NY 10029, USA. eric.hollander@mssm.edu"
21118746,10.1016/J.Clinthera.2010.11.006,"Relative bioavailability of two oral formulations of risperidone 2 mg: A single-dose, randomized-sequence, open-label, two-period crossover comparison in healthy Brazilian volunteers.",2010-11-01,"Risperidone (RSP) is a benzisoxazole antipsychotic agent used to treat schizophrenia and other psychiatric illnesses in adults and children (including those with autism). After oral administration, RSP is completely absorbed from the gastrointestinal tract and undergoes hydroxylation to yield 9-hydroxyrisperidone (9-OH-RSP), an active metabolite that has a pharmacologic profile and potency similar to RSP. The aims of this study were to compare the relative bioavailability of a pharmaceutical-equivalent (test) formulation with a reference formulation of oral RSP 2 mg, both available commercially on the Brazilian pharmaceutical market, and to generate data regarding the oral bioavailability of the tested drug in healthy Brazilian volunteers. This single-dose, randomized-sequence, open-label, 2-period crossover study was conducted in healthy Brazilian volunteers from August to December 2008. Subjects were randomly assigned to receive the test formulation followed by the reference formulation or vice versa, with a 30-day washout period between doses. Study drugs were administered after a 12-hour overnight fast. For pharmacokinetic analysis, blood samples were drawn at 0 (baseline), 0.25, 0.5, 1, 1.5, 3, 5, 8, 12, 24, 48, 72, 96, and 120 hours after administration. Plasma concentrations of RSP and 9-OH-RSP were determined using LC-MS/MS. The test and reference formulations were to be considered bioequivalent if the 90% CIs for the geometric mean test/reference ratios were within a predetermined range of 80% to 125%, in accordance with the policies of the Brazilian Sanitary Surveillance Agency and the US Food and Drug Administration. Tolerability was determined using clinical assessments, monitoring of vital signs, analysis of laboratory test results, and subject interviews regarding adverse events. A total of 22 subjects were enrolled (11 men, 11 women; mean [SD] age, 32 [12] years [range, 1858 years]; weight, 70.4 [11.9] kg [range, 50-103 kg]; height, 1.67 [0.08] m [range, 1.56-1.80 m]; and body mass index, 25 [4] kg/m(2) [range, 18-29 kg/m(2)]). For RSP, mean (SD) C(max) values were 12.6 (2.7) and 16.0 (2.3) ng/mL for the test and reference formulations, respectively. For 9-OH-RSP, mean Cmax values were 17.8 (1.3) and 21.0 (1.7) ng/mL for the test and reference formulations. The 90% CIs for the mean test/ reference ratios for RSP C(max), AUC(0-120), and AUC(0-∞) were 74% to 82%, 75% to 85%, and 76% to 85%, respectively, and 83% to 87%, 75% to 79%, and 75% to 78% for 9-OH-RSP. The related adverse events (headache, low back pain, drowsiness, standing hypotension, local postvenipuncture ecchymoses, insomnia, nausea, and vomiting) were transient and mild. This single-dose study found that the test and reference formulations of oral RSP 2 mg did not meet the Brazilian and US regulatory criteria for bioequivalence in these fasting, healthy volunteers. The study formulations appeared to be well tolerated.","Belotto Karisa Cristina Rodrigues, Raposo Nádia Rezende Barbosa, Ferreira Aline Siqueira, Gattaz Wagner Farid",Clinical therapeutics,"Administration, Oral, Adult, Antipsychotic Agents, Area Under Curve, Biological Availability, Brazil, Chromatography, Liquid, Cross-Over Studies, Female, Humans, Isoxazoles, Male, Middle Aged, Paliperidone Palmitate, Pyrimidines, Risperidone, Tandem Mass Spectrometry, Therapeutic Equivalency",https://www.ncbi.nlm.nih.gov/pubmed/21118746,"Laboratory of Neuroscience (LIM-27), Institute of Psychiatry, Faculty of Medicine, University of São Paulo, São Paulo, Brazil."
19772883,10.1016/J.Pnpbp.2009.09.012,Double-blind placebo-controlled trial of pentoxifylline added to risperidone: effects on aberrant behavior in children with autism.,2010-02-01,"There are several lines of evidence to indicate that the immune system plays an important role in the pathophysiology of autism. The objective of this study was to access the effects of pentoxifylline plus risperidone in the treatment of autistic disorder. Forty children between the ages 4 and 12 years with a DSM IV-TR clinical diagnosis of autism were recruited. The children presented with a chief complaint of severely disruptive symptoms related to autistic disorder. Patients were randomly allocated to pentoxifylline+risperidone or placebo+risperidone for a 10-week, double-blind, placebo-controlled study. The dose of risperidone was titrated up to 3 mg/day, pentoxifylline was titrated to 600 mg/day. Patients were assessed at baseline and after 2, 4, 6, 8 and 10 weeks of starting medication. The measure of the outcome was the Aberrant Behavior Checklist-Community (ABC-C). The difference between the two protocols was significant as the group that received pentoxifylline had greater reduction in ABC-C subscale scores for Irritability, Lethargy/Social Withdrawal, Stereotypic Behavior, Hyperactivity/Noncompliance and Inappropriate Speech. The results suggest that combination of atypical antipsychotic medications and pentoxifylline might have synergistic effects in treatment of behavioral problems of children with autism.","Akhondzadeh Shahin, Fallah Jalil, Mohammadi Mohammad-Reza, Imani Reza, Mohammadi Mohammad, Salehi Bahman, Ghanizadeh Ahmad, Raznahan Maedeh, Mohebbi-Rasa Soodeh, Rezazadeh Shams-Ali, Forghani Saeedeh",Progress in neuro-psychopharmacology & biological psychiatry,"Antipsychotic Agents, Autistic Disorder, Behavioral Symptoms, Child, Child, Preschool, Developmental Disabilities, Double-Blind Method, Drug Administration Schedule, Female, Humans, Male, Pentoxifylline, Phosphodiesterase Inhibitors, Retrospective Studies, Risperidone, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/19772883,"Psychiatric Research Centre, Roozbeh Psychiatric Hospital, Tehran University of Medical Sciences, South Kargar Street, Tehran 13337, Iran. s.akhond@neda.net"
30071894,10.1186/S40168-018-0523-3,A prebiotic intervention study in children with autism spectrum disorders (ASDs).,2018-08-02,"Different dietary approaches, such as gluten and casein free diets, or the use of probiotics and prebiotics have been suggested in autistic spectrum disorders in order to reduce gastrointestinal (GI) disturbances. GI symptoms are of particular interest in this population due to prevalence and correlation with the severity of behavioural traits. Nowadays, there is lack of strong evidence about the effect of dietary interventions on these problems, particularly prebiotics. Therefore, we assessed the impact of exclusion diets and a 6-week Bimuno® galactooligosaccharide (B-GOS®) prebiotic intervention in 30 autistic children. The results showed that children on exclusion diets reported significantly lower scores of abdominal pain and bowel movement, as well as lower abundance of Bifidobacterium spp. and Veillonellaceae family, but higher presence of Faecalibacterium prausnitzii and Bacteroides spp. In addition, significant correlations were found between bacterial populations and faecal amino acids in this group, compared to children following an unrestricted diet. Following B-GOS® intervention, we observed improvements in anti-social behaviour, significant increase of Lachnospiraceae family, and significant changes in faecal and urine metabolites. To our knowledge, this is the first study where the effect of exclusion diets and prebiotics has been evaluated in autism, showing potential beneficial effects. A combined dietary approach resulted in significant changes in gut microbiota composition and metabolism suggesting that multiple interventions might be more relevant for the improvement of these aspects as well as psychological traits. NCT02720900 ; registered in November 2015.","Grimaldi Roberta, Gibson Glenn R, Vulevic Jelena, Giallourou Natasa, Castro-Mejía Josué L, Hansen Lars H, Leigh Gibson E, Nielsen Dennis S, Costabile Adele",Microbiome,"Autism Spectrum Disorder, Bacteria, Child, Child, Preschool, Double-Blind Method, Feces, Female, Gastrointestinal Tract, Humans, Male, Prebiotics, Urine",https://www.ncbi.nlm.nih.gov/pubmed/30071894,"Clasado Research Services Ltd., Thames Valley Science Park, Reading, RG29LH, UK.; Department of Food and Nutritional Sciences, University of Reading, Reading, RG66AP, UK.; Division of Computational and Systems Medicine, Imperial College London, London, SW7 2AZ, UK.; Department of Environmental Science, Aarhus University, Roskilde, Denmark.; Health Sciences Research Centre, Life Sciences Department, Whitelands College, University of Roehampton, London, SW15 4JD, UK.; Department of Food and Nutritional Sciences, University of Reading, Reading, RG66AP, UK. roberta.grimaldi@reading.ac.uk.; Department of Food Science, Faculty of Science, Food Microbiology, University of Copenhagen, Copenhagen, Denmark."
32168067,10.1097/Wnf.0000000000000382,"Prednisolone as Adjunctive Treatment to Risperidone in Children With Regressive Type of Autism Spectrum Disorder: A Randomized, Placebo-Controlled Trial.",2020-01-01,"This study aimed to evaluate efficacy and safety of prednisolone as an adjunctive treatment to risperidone, in children with regressive autism spectrum disorder (ASD). The current 12-week, randomized, single-blinded, placebo-controlled trial recruited 37 patients with regressive ASD. The participants were allocated to receive either 1 mg/kg per day prednisolone or matched placebo in addition to risperidone. The Aberrant Behavior Checklist-Community Edition (ABC-C) scale and Childhood Autism Rating Scale (CARS) were used to measure behavioral outcomes at weeks 0, 4, 8, and 12 of the study course. The primary outcome was the change in ABC-irritability subscale score, whereas the secondary outcomes were the change in scores of other ABC-C subscales, in CARS score, and in the level of inflammatory biomarkers. Twenty-six patients completed the 12 weeks of study period. Repeated-measures analysis demonstrated significant effect for time-treatment interaction in the CARS (F (1, 2.23) = 13.22, P < 0.001), as well as 4 subscales of the ABC-C including: irritability (F (1, 2.12) = 3.84, P = 0.026), hyperactivity (F (1, 2.09) = 3.56, P = 0.039), lethargy (F (1, 2.18) = 31.50, P < 0.001), and stereotypy (F (1, 1.89) = 4.04, P = 0.026). However, no significant time-treatment interaction was identified for inappropriate speech subscale (F (1, 2.03) = 1.71, P = 0.191). In addition, inflammatory biomarkers were significantly decreased after 3 months of prednisolone add-on. No significant adverse event was detected during the trial. Prednisolone, as an add-on to risperidone, could remarkably improve core features in children with regressive ASD.","Malek Malekfarhad, Ashraf-Ganjouei Amir, Moradi Kamyar, Bagheri Sayna, Mohammadi Mohammad-Reza, Akhondzadeh Shahin",Clinical neuropharmacology,"Antipsychotic Agents, Autism Spectrum Disorder, Child, Child, Preschool, Drug Therapy, Combination, Female, Humans, Male, Prednisolone, Psychiatric Status Rating Scales, Risperidone, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/32168067,"Psychiatric Research Center, Roozbeh Psychiatric Hospital, Tehran University of Medical Sciences, Tehran, Iran."
