"pmid","doi","title","pub_date","abstract","authors","journal","keywords","url","affiliations","embedding"
"32316911","10.1186/S11689-020-09315-4","Controlled trial of lovastatin combined with an open-label treatment of a parent-implemented language intervention in youth with fragile X syndrome.","2020-04-22","The purpose of this study was to conduct a 20-week controlled trial of lovastatin (10 to 40 mg/day) in youth with fragile X syndrome (FXS) ages 10 to 17 years, combined with an open-label treatment of a parent-implemented language intervention (PILI), delivered via distance video teleconferencing to both treatment groups, lovastatin and placebo. A randomized, double-blind trial was conducted at one site in the Sacramento, California, metropolitan area. Fourteen participants were assigned to the lovastatin group; two participants terminated early from the study. Sixteen participants were assigned to the placebo group. Lovastatin or placebo was administered orally in a capsule form, starting at 10 mg and increasing weekly or as tolerated by 10 mg increments, up to a maximum dose of 40 mg daily. A PILI was delivered to both groups for 12 weeks, with 4 activities per week, through video teleconferencing by an American Speech-Language Association-certified Speech-Language Pathologist, in collaboration with a Board-Certified Behavior Analyst. Parents were taught to use a set of language facilitation strategies while interacting with their children during a shared storytelling activity. The main outcome measures included absolute change from baseline to final visit in the means for youth total number of story-related utterances, youth number of different word roots, and parent total number of story-related utterances. Significant increases in all primary outcome measures were observed in both treatment groups. Significant improvements were also observed in parent reports of the severity of spoken language and social impairments in both treatment groups. In all cases, the amount of change observed did not differ across the two treatment groups. Although gains in parental use of the PILI-targeted intervention strategies were observed in both treatment groups, parental use of the PILI strategies was correlated with youth gains in the placebo group and not in the lovastatin group. Participants in both groups demonstrated significant changes in the primary outcome measures. The magnitude of change observed across the two groups was comparable, providing additional support for the efficacy of the use of PILI in youth with FXS. US National Institutes of Health (ClinicalTrials.gov), NCT02642653. Registered 12/30/2015.","Thurman Angela John, Potter Laura A, Kim Kyoungmi, Tassone Flora, Banasik Amy, Potter Sarah Nelson, Bullard Lauren, Nguyen Vivian, McDuffie Andrea, Hagerman Randi, Abbeduto Leonard","Journal of neurodevelopmental disorders","Adolescent, California, Child, Communication, Double-Blind Method, Female, Fragile X Syndrome, Humans, Language, Language Therapy, Lovastatin, Male, Mothers, Outcome Assessment, Health Care, Telecommunications","https://www.ncbi.nlm.nih.gov/pubmed/32316911","MIND Institute, University of California Davis Health, 2825 50th Street, Room 2335, Sacramento, CA, 95817, USA. ajthurman@ucdavis.edu.; MIND Institute, University of California Davis Health, 2825 50th Street, Room 2335, Sacramento, CA, 95817, USA.",
"32320490","10.1111/Bcp.14315","Effects of single green tea ingestion on pharmacokinetics of nadolol in healthy volunteers.","2020-11-01","The aim of this study was to investigate the effects of a single green tea (GT), administered concomitantly or 1 hour before nadolol intake on nadolol pharmacokinetics. In a randomized 3-phase crossover study, 11 healthy volunteers received an oral administration of nadolol with, or 1 hour after preingestion of brewed GT, or with water in a volume of 150 mL. Geometric mean ratio with 90% confidence interval for nadolol AUC<sub>0-48</sub> was 0.371 (0.303-0.439) with concomitant GT. In addition, ingestion of GT 1 hour before nadolol administration resulted in a significant reduction of nadolol AUC<sub>0-48</sub> with geometric mean ratio of 0.536 (0.406-0.665). There were no differences in time to maximal plasma concentration and renal clearance of nadolol among groups. These results suggest that single concomitant ingestion of GT substantially decreases plasma concentrations of nadolol. Moreover, the reduction in nadolol bioavailability could persist for at least 1 hour after drinking a cup of GT.","Misaka Shingen, Abe Osamu, Ono Tomoyuki, Ono Yuko, Ogata Hiroshi, Miura Itaru, Shikama Yayoi, Fromm Martin F, Yabe Hirooki, Shimomura Kenju","British journal of clinical pharmacology","Catechin, Cross-Over Studies, Eating, Healthy Volunteers, Humans, Nadolol, Tea","https://www.ncbi.nlm.nih.gov/pubmed/32320490","Department of Neuropsychiatry, School of Medicine, Fukushima Medical University School of Medicine, Fukushima, Japan.; Department of Bioregulation and Pharmacological Medicine, School of Medicine, Fukushima Medical University School of Medicine, Fukushima, Japan.; Institute of Experimental and Clinical Pharmacology and Toxicology, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany.; Centre for Medical Education and Career Development, School of Medicine, Fukushima Medical University School of Medicine, Fukushima, Japan.",
"32329237","10.1002/Aur.2308","Addressing Challenging Behavior During Hospitalizations for Children with Autism: A Pilot Applied Behavior Analysis Randomized Controlled Trial.","2020-07-01","This study evaluated the feasibility, acceptance, and potential clinical benefit of brief applied behavior analysis (ABA)-based interventions for children and adolescents with autism spectrum disorder (ASD) displaying challenging behaviors during hospitalizations. Participants included 36 children diagnosed with ASD, 6-17 years of age, who were medically or psychiatrically hospitalized. Children in the intervention group received a brief ABA intervention and were compared to children in the evaluation and monitoring-only group. Families and staff recommended the intervention, children receiving the intervention demonstrated significantly more improvement in unblinded ratings of clinical severity, data from physicians indicated a positive effect of the intervention on levels of staffing and restraints and attending medical providers universally reported satisfaction and benefit of the intervention. Improvements in challenging behaviors were not significantly different as reported by parents, and the length of hospitalization did not differ between the groups. Ultimately, the outcomes of this pilot study suggest incorporating specialized ABA-based assessment and intervention during hospitalization may be feasible and well accepted by clinicians and families. However, future research must address potent methodological challenges related to capturing meaningful data during hospitalizations in order to answer questions of ultimate pragmatic, clinical, and system-level benefits. Trial Registration ClinicalTrials.gov Identifier NCT02339935, Registered 16 January 2015, First participant consented 23 February 2015. Autism Res 2020, 13: 1072-1078. © 2020 International Society for Autism Research, Wiley Periodicals, Inc. LAY SUMMARY: Inpatient hospitalizations for children with autism spectrum disorder (ASD) and severe behavior are common, challenging, and costly in terms of human experience. This study evaluated the benefit of brief applied behavior analysis-based interventions to children and adolescents with ASD displaying challenging behaviors during hospitalizations. Families and staff evaluating the procedures noted perceived potential benefits of the intervention, but this initial pilot study did not document changes in hospitalization length or blinded rating of improvement.","Sanders Kevin, Staubitz John, Juárez A Pablo, Marler Sarah, Browning Whitney, McDonnell Erin, Altstein Lily, Macklin Eric A, Warren Zachary","Autism research : official journal of the International Society for Autism Research","Adolescent, Applied Behavior Analysis, Autism Spectrum Disorder, Child, Hospitalization, Humans, Pilot Projects","https://www.ncbi.nlm.nih.gov/pubmed/32329237","Department of Psychiatry and Behavior Sciences, Vanderbilt University Medical Center, Nashville, Tennessee, USA.; Department of Pediatrics, Vanderbilt University Medical Center, Nashville, Tennessee, USA.; Biostatistics Center, Massachusetts General Hospital, Boston, Massachusetts, USA.",
"32347624","10.1111/Pcn.13016","Sulforaphane as an adjunctive treatment for irritability in children with autism spectrum disorder: A randomized, double-blind, placebo-controlled clinical trial.","2020-07-01","Irritability related to autism spectrum disorder (ASD) complicates the management of ASD patients at home and in clinical settings. In this randomized, double-blind, placebo-controlled clinical trial, we aimed to investigate the beneficial effects of adjuvant treatment with risperidone and sulforaphane in alleviating the irritability of children with ASD. Sixty drug-free patients aged 4-12 years were randomly assigned to one of two groups receiving risperidone plus sulforaphane or placebo. Risperidone was started with a daily dose of 0.25 mg in patients weighing <20 kg and 0.5 mg in those weighing ≥20 kg and increased stepwise to reach a maximum of 1 mg (<20 kg), 2.5 mg (20-45 kg), and 3.5 mg (>45 kg). Sulforaphane was administered at a daily dose of 50 μmol (≤45 kg) or 100 μmol (>45 kg). The participants were assessed with the Aberrant Behavior Checklist - Community Edition at baseline and at Weeks 5 and 10. Compared to the placebo group, ASD patients in the sulforaphane group showed greater improvements in Irritability score (primary outcome measure; P = 0.001) and Hyperactivity/Noncompliance score (secondary outcome measure; P = 0.015), and significant Time × Treatment effect for Irritability (P = 0.007) and Hyperactivity/Noncompliance (P = 0.008). However, no difference was seen in improvements in the other secondary measures: Lethargy/Social Interaction score, Stereotypic Behavior score, Inappropriate Speech score, and frequency of adverse events. Our results support the safety and efficacy of sulforaphane as an adjuvant to risperidone for improvement of irritability and hyperactivity symptoms in children with ASD.","Momtazmanesh Sara, Amirimoghaddam-Yazdi Zeinab, Moghaddam Hossein Sanjari, Mohammadi Mohammad Reza, Akhondzadeh Shahin","Psychiatry and clinical neurosciences","Anti-Inflammatory Agents, Antioxidants, Antipsychotic Agents, Autism Spectrum Disorder, Child, Child, Preschool, Double-Blind Method, Drug Therapy, Combination, Female, Humans, Inflammation, Irritable Mood, Isothiocyanates, Male, Oxidative Stress, Risperidone, Sulfoxides, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/32347624","Psychiatric Research Center, Roozbeh Hospital, Tehran University of Medical Sciences, Tehran, Iran.",
"32370778","10.1186/S12888-020-02523-1","Switching to Lurasidone following 12 months of treatment with Risperidone: results of a 6-month, open-label study.","2020-05-05","Patients with a diagnosis of schizophrenia are at an increased risk for developing metabolic syndrome, which is associated with greater cardiovascular morbidity and mortality. Treatment with some commonly used antipsychotic medications may increase the risk of developing metabolic syndrome. The aim of the study was to evaluate the safety of lurasidone in patients who continued lurasidone or switched from risperidone to lurasidone. A secondary aim was assessment of the effect of long-term lurasidone on the Positive and Negative Syndrome Scale (PANSS). The treatment sample in the current study consisted of clinically stable patients with schizophrenia (N = 223) who had completed a 12-month, double-blind study of lurasidone vs. risperidone. In the current extension study, all patients received 6 months of open-label treatment with lurasidone, either continuing lurasidone assigned during the preceding double-blind trial, or switching from double-blind risperidone to lurasidone. Safety and tolerability parameters included body weight, prolactin, and metabolic laboratory tests. Six months of OL treatment with lurasidone was generally well-tolerated, with a low incidence of parkinsonism (4.5%) and akathisia (3.1%). Overall, few adverse events were rated as severe (4.9%), and discontinuation due to an adverse event was low in the lurasidone continuation vs. risperidone switch groups (3.7% vs. 6.9%). In the lurasidone continuation versus risperidone switch groups, change from OL baseline to 6-month endpoint (observed case) was observed in mean body weight (- 0.6 vs. -2.6 kg), median total cholesterol (- 4.0 vs. + 4.5 mg/dL), triglycerides (- 4.5 vs. -5.5 mg/dL), glucose (0.0 vs. -3.0 mg/dL) and prolactin (males, + 0.15 vs. -11.2 ng/mL; females, + 1.3 vs. -30.8 ng/mL). Improvement in PANSS total score was maintained, from OL baseline to endpoint in the continuation vs. switch groups (+ 1.0 vs. -1.0; OC). In this 6-month extension study, lurasidone treatment was generally well-tolerated and associated with minimal effects on weight, metabolic parameters, and prolactin levels. Patients who switched from risperidone to lurasidone experienced reductions in weight, metabolic parameters and prolactin levels commensurate with increases in these safety parameters experienced during the previous 12 months of treatment with risperidone. ClinicalTrials.gov NCT00641745 (Date of Registration: March 24, 2008).","Mattingly Greg W, Haddad Peter M, Tocco Michael, Xu Jane, Phillips Debra, Pikalov Andrei, Loebel Antony","BMC psychiatry","Adult, Antipsychotic Agents, Double-Blind Method, Female, Humans, Lurasidone Hydrochloride, Male, Metabolic Syndrome, Risperidone, Schizophrenia, Time Factors, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/32370778","Hamad Medical Corporation, Doha, Qatar.; Sunovion Pharmaceuticals Inc., Fort Lee, NJ, 84 Waterford Dr, Marlborough, MA, 01752, USA.; Washington University School of Medicine, St. Louis, MO, USA.; Sunovion Pharmaceuticals Inc., Fort Lee, NJ, 84 Waterford Dr, Marlborough, MA, 01752, USA. paladinmed@gmail.com.",
"32372401","10.1007/S11126-020-09751-4","Interventions to Reduce Stigma Related to Mental Illnesses in Educational Institutes: a Systematic Review.","2020-09-01","This investigation reviews the effectiveness of anti-stigma interventions employed at educational institutes; to improve knowledge, attitude and beliefs regarding mental health disorders among students. Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) checklist guidelines were followed and protocol was registered in PROSPERO (CRD42018114535). Forty four randomized controlled trials were considered eligible after screening of 104 full-text articles against inclusion and exclusion criteria.Several interventions have been employed to tackle stigma toward psychiatric illnesses, including education through lectures and case scenarios, contact-based interventions, and role-plays as strategies to address stigma towards mental illnesses. A high proportion of trials noted that there was a significant improvement for stigma (19/25, 76%), attitude (8/11, 72%), helping-seeking (8/11, 72%), knowledge of mental health including recognition of depression (11/14, 78%), and social distance (4/7, 57%). These interventions also helped in reducing both public and self-stigma. Majority of the studies showed that the anti-stigma interventions were successful in improving mental health literacy, attitude and beliefs towards mental health illnesses.","Waqas Ahmed, Malik Salma, Fida Ania, Abbas Noureen, Mian Nadeem, Miryala Sannihitha, Amray Afshan Naz, Shah Zunairah, Naveed Sadiq","The Psychiatric quarterly","Health Education, Health Knowledge, Attitudes, Practice, Humans, Mental Disorders, Persons with Psychiatric Disorders, Psychosocial Intervention, Role Playing, Social Stigma","https://www.ncbi.nlm.nih.gov/pubmed/32372401","FMH College of Medicine & Dentistry, Lahore, Pakistan.; Dow University of Health Sciences, Karachi, Pakistan.; Integrated Psychiatric Consultants, Kansas, KS, USA.; King Edward Medical University, Lahore, Pakistan.; Psychiatry and Behavioral Sciences, University of Kansas Medical Center, Kansas, USA.; Mental Health Counselor, PICACS, Washington, USA.; Institute of Population Health Sciences, University of Liverpool, Liverpool, UK. ahmedwaqas1990@hotmail.com.; Program Director: Child and Adolescent Psychiatry Fellowship, Institute of Living/Hartford Healthcare, Hartford, CT, USA.; Weiss Memorial Hospital, Illinois, Chicago, USA.",
"32381101","10.1186/S13229-020-00335-4","Effects of bumetanide on neurodevelopmental impairments in patients with tuberous sclerosis complex: an open-label pilot study.","2020-05-07","Tuberous sclerosis complex (TSC) is an autosomal dominant disease that affects multiple organs including the brain. TSC is strongly associated with broad neurodevelopmental disorders, including autism spectrum disorder symptomatology. Preclinical TSC studies have indicated altered neuronal chloride homeostasis affecting the polarity of γ-aminobutyric acid (GABA) ergic transmission as a potential treatment target. Bumetanide, a selective NKCC1 chloride importer antagonist, may attenuate depolarizing GABA action, and in that way reduce disease burden. In this open-label pilot study, we tested the effect of bumetanide on a variety of neurophysiological, cognitive, and behavioral measures in children with TSC. Participants were treated with bumetanide (2dd 0.5-1.0 mg) for 13 weeks in an open-label trial. The Aberrant Behavior Checklist-Irritability (ABC-I) subscale was chosen as the primary endpoint. Secondary endpoints included other behavioral questionnaires in addition to event-related potentials (ERP) and neuropsychological tests if tolerated. Additionally, the treatment effect on seizure frequency and quality of life was assessed. Endpoint data were collected at baseline, after 91 days of treatment and after a 28-day wash-out period. Fifteen patients (8-21-years old) with TSC were included of which 13 patients completed the study. Treatment was well-tolerated with only expected adverse events due to the diuretic effects of bumetanide. Irritable behavior (ABC-I) showed significant improvement after treatment in 11 out of 13 patients (t(12) = 4.41, p = .001, d = .773). A favorable effect was also found for social behavior (Social Responsiveness Scale) (t(11) = 4.01, p = .002, d = .549) and hyperactive behavior (ABC-hyperactivity subscale) (t(12) = 3.65, p = .003, d = .686). Moreover, patients rated their own health-related quality of life higher after treatment. At baseline, TSC patients showed several atypical ERPs versus typically developing peers of which prepulse inhibition was significantly decreased in the TSC group. Neuropsychological measurements showed no change and bumetanide had no effect on seizure frequency. The sample size and open-label design of this pilot study warrant caution when interpreting outcome measures. Bumetanide treatment is a potential treatment to alleviate the behavioral burden and quality of life associated with TSC. More elaborate trials are needed to determine the application and effect size of bumetanide for the TSC population. Trial registration EU Clinical Trial Register, EudraCT 2016-002408-13 (www.clinicaltrialsregister.eu/ctr-search/trial/2016-002408-13/NL). Registered 25 July 2016.","van Andel Dorinde M, Sprengers Jan J, Oranje Bob, Scheepers Floortje E, Jansen Floor E, Bruining Hilgo","Molecular autism","Adolescent, Autism Spectrum Disorder, Bumetanide, Child, Disease Susceptibility, Duration of Therapy, Electroencephalography, Evoked Potentials, Female, Humans, Male, Neurodevelopmental Disorders, Neuropsychological Tests, Pilot Projects, Quality of Life, Sodium Potassium Chloride Symporter Inhibitors, Surveys and Questionnaires, Treatment Outcome, Tuberous Sclerosis, Young Adult","https://www.ncbi.nlm.nih.gov/pubmed/32381101","Department of Pediatric Neurology, Brain Center, University Medical Center Utrecht, Utrecht, the Netherlands.; Department of Psychiatry, Brain Center, University Medical Center Utrecht, Utrecht, the Netherlands. D.m.vanandel@umcutrecht.nl.; Department of Psychiatry, Brain Center, University Medical Center Utrecht, Utrecht, the Netherlands.",
"32387472","10.1016/J.Biochi.2020.04.019","Folinic acid improves the score of Autism in the EFFET placebo-controlled randomized trial.","2020-06-01","Autism spectrum disorders (ASD) are influenced by interacting maternal and environmental risk factors. High-dose folinic acid has shown improvement in verbal communication in ASD children. The EFFET randomized placebo-controlled trial (NCT02551380) aimed to evaluate the efficacy of folinic acid (FOLINORAL®) at a lower dose of 5 mg twice daily. Nineteen children were included in the EFFET trial. The primary efficacy outcome was improvement of Autism Diagnostic Observation Schedule (ADOS) score. The secondary outcomes were the improvement in ADOS sub scores communication, social interactions, Social Responsiveness Score (SRS) and treatment safety. The global ADOS score and social interaction and communication sub scores were significantly improved at week 12 compared to baseline in the folinic acid group (P = 0.003, P = 0.004 and P = 0.022, respectively), but not in the placebo group (P = 0.574, P = 0.780, P = 0.269, respectively). We observed a greater change of ADOS global score (-2.78 vs. -0.4 points) and (-1.78 vs. 0.20 points) in the folinic acid group, compared to the placebo group. No serious adverse events were observed. This pilot study showed significant efficacy of folinic acid with an oral formulation that is readily available. It opens a perspective of therapeutic intervention with folinic acid but needs to be confirmed by a multi-center trial on a larger number of children.","Renard Emeline, Leheup Bruno, Guéant-Rodriguez Rosa-Maria, Oussalah Abderrahim, Quadros Edward V, Guéant Jean-Louis","Biochimie","Administration, Oral, Autism Spectrum Disorder, Child, Female, Humans, Leucovorin, Male, Pilot Projects","https://www.ncbi.nlm.nih.gov/pubmed/32387472","Inserm UMRS 1256 N-GERE (Nutrition-Genetics-Environmental Risks), Regional University Hospital of Nancy and University of Lorraine, BP 184, 54511, Nancy (Vandoeuvre), France.; Inserm UMRS 1256 N-GERE (Nutrition-Genetics-Environmental Risks), Regional University Hospital of Nancy and University of Lorraine, BP 184, 54511, Nancy (Vandoeuvre), France. Electronic address: jean-louis.gueant@univ-lorraine.fr.; Inserm UMRS 1256 N-GERE (Nutrition-Genetics-Environmental Risks), Regional University Hospital of Nancy and University of Lorraine, BP 184, 54511, Nancy (Vandoeuvre), France; Department of Medicine, SUNY Downstate Medical Center, Brooklyn, NY, USA.",
"32388538","10.1038/S41386-020-0693-0","Serotonin differentially modulates the temporal dynamics of the limbic response to facial emotions in male adults with and without autism spectrum disorder (ASD): a randomised placebo-controlled single-dose crossover trial.","2020-12-01","Emotion processing-including signals from facial expressions-is often altered in individuals with autism spectrum disorder (ASD). The biological basis of this is poorly understood but may include neurochemically mediated differences in the responsivity of key 'limbic' regions (including amygdala, ventromedial prefrontal cortex (vmPFC) and nucleus accumbens (NAc)). Emerging evidence also suggests that ASD may be a disorder of brain temporal dynamics. Moreover, serotonin (5-HT) has been shown to be a key regulator of both facial-emotion processing and brain dynamics, and 5-HT abnormalities have been consistently implicated in ASD. To date, however, no one has examined how 5-HT influences the dynamics of facial-emotion processing in ASD. Therefore, we compared the influence of 5-HT on the responsivity of brain dynamics during facial-emotion processing in individuals with and without ASD. Participants completed a facial-emotion processing fMRI task at least 8 days apart using a randomised double-blind crossover design. At each visit they received either a single 20-mg oral dose of the selective serotonin reuptake inhibitor (SSRI) citalopram or placebo. We found that citalopram (which increases levels of 5-HT) caused sustained activation in key limbic regions during processing of negative facial emotions in adults with ASD-but not in neurotypical adults. The neurotypical adults' limbic response reverted more rapidly to baseline following a 5-HT-challenge. Our results suggest that serotonergic homoeostatic control of the temporal dynamics in limbic regions is altered in adults with ASD, and provide a fresh perspective on the biology of ASD.","Wong Nichol M L, Findon James L, Wichers Robert H, Giampietro Vincent, Stoencheva Vladimira, Murphy Clodagh M, Blainey Sarah, Ecker Christine, Murphy Declan G, McAlonan Grainne M, Daly Eileen","Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","Adult, Autism Spectrum Disorder, Cross-Over Studies, Emotions, Facial Expression, Humans, Magnetic Resonance Imaging, Male, Serotonin","https://www.ncbi.nlm.nih.gov/pubmed/32388538","Department of Forensic and Neurodevelopmental Sciences, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London, UK. nichol.wong@kcl.ac.uk.; Department of Forensic and Neurodevelopmental Sciences, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London, UK.; Department of Neuroimaging, Institute of Psychiatry, Psychology, and Neuroscience, King's College London, London, UK.; Department of Child and Adolescent Psychiatry, Psychosomatics and Psychotherapy, Goethe University Frankfurt am Main, Frankfurt, Germany.",
"32398642","10.1038/S41398-020-0830-X","Oxytocin biases eye-gaze to dynamic and static social images and the eyes of fearful faces: associations with trait autism.","2020-05-12","A key functional effect of intranasal oxytocin with potential therapeutic relevance for autism-spectrum disorder is its reported facilitation of attention towards social stimuli, notably the eye region of faces. In the current randomized placebo-controlled within-subject experiment on 40 healthy males, we investigated the robustness of this facilitation of attention by intranasal oxytocin (24IU) towards social cues. Eye-tracking measures of preference for dynamic and static social vs. non-social stimuli were taken in four different paradigms where autistic individuals tend to exhibit reduced interest in social stimuli. Additionally, we investigated whether oxytocin increases attention towards the eyes relative to other salient face regions in an emotional face paradigm. Results showed that the time spent viewing both dynamic and static social vs. non-social stimuli was negatively associated with trait autism and significantly increased following intranasal oxytocin. For face stimuli, oxytocin primarily increased gaze towards the eyes of fearful expression faces but not for other face emotions. Overall, our findings demonstrate that oxytocin significantly shifts gaze preference towards social vs. non-social stimuli and to the eyes of fearful faces. Importantly, oxytocin appears generally to shift attention more towards salient social stimuli of particular relevance in the context of autism providing further support for its potential therapeutic use in autism-spectrum disorder.","Le Jiao, Kou Juan, Zhao Weihua, Fu Meina, Zhang Yingying, Becker Benjamin, Kendrick Keith M","Translational psychiatry","Administration, Intranasal, Autistic Disorder, Bias, Double-Blind Method, Emotions, Facial Expression, Fixation, Ocular, Humans, Male, Oxytocin","https://www.ncbi.nlm.nih.gov/pubmed/32398642","The Clinical Hospital of Chengdu Brain Science Institute, MOE Key Laboratory for Neuroinformation, University of Electronic Science and Technology of China, 611731, Chengdu, China.; The Clinical Hospital of Chengdu Brain Science Institute, MOE Key Laboratory for Neuroinformation, University of Electronic Science and Technology of China, 611731, Chengdu, China. kkendrick@uestc.edu.cn.",
"32406169","10.1111/Papt.12282","A systematic review of the use of acceptance and commitment therapy in supporting parents.","2021-04-01","Acceptance and commitment therapy (ACT) has accrued a growing evidence-base for a wide variety of psychological difficulties. Given that ACT promotes broad and flexible repertoires of behaviour as well as neutralizing the ubiquitous psychological processes theorized to be responsible for much human suffering, such an approach may hold promise. The use of ACT-informed parenting interventions offers another alternative to solely behavioural approaches but it remains relatively understudied and in need of further exploration. The current systematic review, which searched four databases, aimed to collate all ACT interventions that included parental therapeutic components in the treatment of various child presenting difficulties. The review also rated the methodological rigour of the ACT evidence-base for this type of treatment format. Twenty-seven individual studies covering a broad spectrum of presenting problems were included, comprising of 1,155 participants. A large proportion of studies were within-group designs with a smaller number using randomized controlled trials. The majority of studies reported improvements on either parent report symptoms regarding child physical or psychological functioning as well as parent-reported measures of stress, depression, and anxiety. Similar improvements were noted on a number of ACT mechanisms of change outcomes, including mindfulness, acceptance, and cognitive fusing. These gains were evident for parents of children with neurodevelopmental disorders, chronic pain, and significant physical health difficulties. Maintenance or further treatment gains were often reported at follow-up. These positive findings are tempered by low levels of methodological rigour common in some of the studies included. Despite these limitations, ACT holds promise as a transdiagnostic intervention that can help with the parenting of children with a range of psychological and physical difficulties. ACT has accrued a relatively strong evidence base for a range of psychological difficulties. Despite some methodological shortcomings, ACT shows promise as an intervention to help parents manage stress and difficulties especially in relation to children with autism, chronic pain, and physical health needs. Further research is required in comparing ACT to more established treatments and helping consolidate initial positive findings.","Byrne Gary, Ghráda Áine Ní, O'Mahony Teresa, Brennan Emma","Psychology and psychotherapy","Acceptance and Commitment Therapy, Anxiety, Child, Humans, Parenting","https://www.ncbi.nlm.nih.gov/pubmed/32406169","Health Service Executive, Dublin, Ireland.; School of Psychology, Trinity College, Dublin, Ireland.",
"32415231","10.1038/S41598-020-65048-3","Adherence and acceptability of a robot-assisted Pivotal Response Treatment protocol for children with autism spectrum disorder.","2020-05-15","The aim of this study is to present a robot-assisted therapy protocol for children with ASD based on the current state-of-the-art in both ASD intervention research and robotics research, and critically evaluate its adherence and acceptability based on child as well as parent ratings. The robot-assisted therapy was designed based on motivational components of Pivotal Response Treatment (PRT), a highly promising and feasible intervention focused at training ""pivotal"" (key) areas such as motivation for social interaction and self-initiations, with the goal of establishing collateral gains in untargeted areas of functioning and development, affected by autism spectrum disorders. Overall, children (3-8 y) could adhere to the robot-assisted therapy protocol (Mean percentage of treatment adherence 85.5%), showed positive affect ratings after therapy sessions (positive in 86.6% of sessions) and high robot likability scores (high in 79.4% of sessions). Positive likability ratings were mainly given by school-aged children (H(1) = 7.91, p = .005) and related to the movements, speech and game scenarios of the robot. Parent ratings on the added value of the robot were mainly positive (Mean of 84.8 on 0-100 scale), while lower parent ratings were related to inflexibility of robot behaviour.","van den Berk-Smeekens Iris, van Dongen-Boomsma Martine, De Korte Manon W P, Den Boer Jenny C, Oosterling Iris J, Peters-Scheffer Nienke C, Buitelaar Jan K, Barakova Emilia I, Lourens Tino, Staal Wouter G, Glennon Jeffrey C","Scientific reports","Autism Spectrum Disorder, Behavior Therapy, Child, Child, Preschool, Clinical Protocols, Female, Humans, Interpersonal Relations, Male, Parent-Child Relations, Parents, Robotics, Treatment Adherence and Compliance","https://www.ncbi.nlm.nih.gov/pubmed/32415231","Department of Cognitive Neuroscience, Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen Medical Centre, P.O. Box 9104, 6500 HB, Nijmegen, The Netherlands.; Department of Cognitive Neuroscience, Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen Medical Centre, P.O. Box 9104, 6500 HB, Nijmegen, The Netherlands. i.smeekens@karakter.com.; Behavioural Science Institute, Radboud University Nijmegen, PO Box 9104, 6500 HE, Nijmegen, The Netherlands.; Faculty of Industrial Design, University of Technology, Eindhoven, P.O. Box 513 5600 MB, Eindhoven, The Netherlands.; Karakter Child and Adolescent Psychiatry University Centre, Reinier Postlaan 12, 6525 GC, Nijmegen, The Netherlands.; Karakter Child and Adolescent Psychiatry, Postbus 68, 6710 BB, Ede, The Netherlands.; TiViPE, Kanaaldijk ZW 11, 5706 LD, Helmond, The Netherlands.",
