pmid,doi,title,pub_date,abstract,authors,journal,keywords,url,affiliations
32892963,10.1016/J.Spen.2020.100830,"Feasibility of a Structured, Multidisciplinary Intervention for Weight Management in Children With Autism Spectrum Disorder.",2020-10-01,"Children with autism spectrum disorder (ASD) are at an increased risk for obesity. Although treatments for obesity exist, they do not address unique ASD related characteristics. The current study evaluates a structured multidisciplinary treatment program, the Changing Health in Autism through Nutrition, Getting fit and Expanding (food) variety (CHANGE) program. Ten children (ages 5-12) with ASD who were overweight or obese participated in either CHANGE or parent education program for 16 weeks. CHANGE provided nutrition and behavior management strategies, while the parent education program provided ASD education. BMI-for-age percentile at screening was 92.8% ± 5.2. Ten eligible participants enrolled in the study and 2 (20%) dropped out prior to study completion. Attendance of sessions was moderate (57%); however, parental adherence (eg, homework completion, session participation) was high. All participants indicated that they would recommend the interventions to others. Preliminary evidence supports the feasibility of the CHANGE program in children with ASD.","Burrell T Lindsey, Sharp William G, Criado Kristen K, Berry Rashelle, Luevano Carla, Khan Rania, Scahill Lawrence",Seminars in pediatric neurology,"Autism Spectrum Disorder, Behavior Therapy, Child, Child, Preschool, Combined Modality Therapy, Education, Nonprofessional, Feasibility Studies, Female, Humans, Male, Pediatric Obesity, Process Assessment, Health Care, Weight Reduction Programs",https://www.ncbi.nlm.nih.gov/pubmed/32892963,"Marcus Autism Center, Atlanta, GA; Emory University School of Medicine, Atlanta, GA.; University of New Mexico Hospital, Albuquerque, NM.; Marcus Autism Center, Atlanta, GA; Emory University School of Medicine, Atlanta, GA. Electronic address: lindsey.burrell@choa.org.; Marcus Autism Center, Atlanta, GA."
32819928,10.1136/Bmjopen-2019-034315,ENACT (ENvironmental enrichment for infants; parenting with Acceptance and Commitment Therapy): a randomised controlled trial of an innovative intervention for infants at risk of autism spectrum disorder.,2020-08-20,"Autism spectrum disorder (ASD) is a heterogeneous neurodevelopmental condition with impacts on behaviour, cognition, communication, social interaction and family mental health. This paper reports the protocol of a randomised controlled trial (RCT) of a very early intervention, ENACT (ENvironmental enrichment for infants; parenting with Acceptance and Commitment Therapy), for families of infants at risk of ASD. We aim to recruit 66 mothers of infants at risk of ASD (ie, infants with a sibling or parent diagnosed with ASD) to this RCT. Families will be randomly assigned to care-as-usual or ENACT. ENACT is a very early intervention, leveraging parent-child interactions to improve early social reciprocity, while supporting parental mental health and the parent-child relationship through Acceptance and Commitment Therapy. Intervention content is delivered online (approximately 8 hours) and supported by more than 7 consultations with a clinician. Parents will perform the social reciprocity intervention with their child (30 min per day). Assessments at four time points (baseline, 3 months, 6 months, and 12 months corrected age) will assess parent-infant interaction, parental mental health, infant development and early ASD markers. Analysis will be by intention to treat using general linear models for RCTs. This protocol has been approved by the Children's Health Queensland Hospital and Health Service Human Research Ethics Committee (HREC/19/QCHQ/50131) and the University of Queensland Human Research Ethics Committee (2019000558). If efficacy is demonstrated, the intervention has the potential for wide and accessible dissemination. Australian New Zealand Clinical Trials Registry (ACTRN12618002046280).","Whittingham Koa, McGlade Andrea, Kulasinghe Kavindri, Mitchell Amy E, Heussler Honey, Boyd Roslyn N",BMJ open,"Acceptance and Commitment Therapy, Australia, Autism Spectrum Disorder, Child, Humans, Infant, Parenting, Parents, Queensland",https://www.ncbi.nlm.nih.gov/pubmed/32819928,"Queensland Cerebral Palsy and Rehabilitation Research Centre, UQ Child Health Research Centre, Faculty of Medicine, The University of Queensland, Brisbane, Queensland, Australia koawhittingham@uq.edu.au.; Mater Medical Research Institute, South Brisbane, Queensland, Australia.; Queensland Cerebral Palsy and Rehabilitation Research Centre, UQ Child Health Research Centre, Faculty of Medicine, The University of Queensland, Brisbane, Queensland, Australia."
32813425,10.11124/Jbisrir-D-19-00400,Efficacy of group social skills interventions on social competency and participation in adolescents with acquired and developmental disabilities: a systematic review protocol.,2020-12-01,"The objective of this review is to evaluate the efficacy of group social skills interventions in improving social knowledge, social competency, and social participation in adolescents with acquired and developmental disabilities. Difficulties with social functioning and participation are commonly experienced by adolescents with a range of acquired and developmental disabilities. There is evidence for the use of group social skills interventions in youth with autism spectrum disorder, although less is known about their efficacy with youth with other disabilities. This review will include studies that evaluate group social skills interventions in adolescents with an acquired or developmental disability, excluding a primary mental health disorder. Randomized controlled trials will be the only experimental design included and group social skills interventions must have an available intervention manual to allow use in clinical practice. Primary outcomes will include measures of social knowledge, social competence, and social participation. PubMed, CINAHL, Embase, Cochrane Central Register of Controlled Trials, PsycINFO, and Web of Science will be searched for eligible studies published in English. Clinical Trials Registry, Google Scholar, and ProQuest Dissertations and Theses will also be searched. Screening, study selection, critical appraisal, and data extraction will be conducted by two independent reviewers using standardized tools. Studies will be pooled, where possible, with statistical meta-analysis and the Grading of Recommendations, Assessment, Development and Evaluation (GRADE) Summary of Findings presented. PROSPERO CRD42020158189.","Gilmore Rosemary, Ziviani Jenny, Sakzewski Leanne",JBI evidence synthesis,"Adolescent, Autism Spectrum Disorder, Child, Developmental Disabilities, Humans, Meta-Analysis as Topic, Psychotherapy, Group, Social Skills, Systematic Reviews as Topic",https://www.ncbi.nlm.nih.gov/pubmed/32813425,"School of Health and Rehabilitation Science, The University of Queensland, Brisbane, QLD, Australia.; Queensland Cerebral Palsy and Rehabilitation Research Centre, The University of Queensland, Brisbane, QLD, Australia."
32714385,10.1155/2020/9857987,Increased Accuracy of Emotion Recognition in Individuals with Autism-Like Traits after Five Days of Magnetic Stimulations.,2020-01-01,"Individuals with autism-like traits (ALT) belong to a subclinical group with similar social deficits as autism spectrum disorders (ASD). Their main social deficits include atypical eye contact and difficulty in understanding facial expressions, both of which are associated with an abnormality of the right posterior superior temporal sulcus (rpSTS). It is still undetermined whether it is possible to improve the social function of ALT individuals through noninvasive neural modulation. To this end, we randomly assigned ALT individuals into the real (<i>n</i> = 16) and sham (<i>n</i> = 16) stimulation groups. All subjects received five consecutive days of intermittent theta burst stimulation (iTBS) on the rpSTS. Eye tracking data and functional magnetic resonance imaging (fMRI) data were acquired on the first and sixth days. The real group showed significant improvement in emotion recognition accuracy after iTBS, but the change was not significantly larger than that in the sham group. Resting-state functional connectivity (rsFC) between the rpSTS and the left cerebellum significantly decreased in the real group than the sham group after iTBS. At baseline, rsFC in the left cerebellum was negatively correlated with emotion recognition accuracy. Our findings indicated that iTBS of the rpSTS could improve emotion perception of ALT individuals by modulating associated neural networks. This stimulation protocol could be a vital therapeutic strategy for the treatment of ASD.","Liu Pingping, Xiao Guixian, He Kongliang, Zhang Long, Wu Xinqi, Li Dandan, Zhu Chunyan, Tian Yanghua, Hu Panpan, Qiu Bensheng, Ji Gong-Jun, Wang Kai",Neural plasticity,"Autism Spectrum Disorder, Brain, Brain Mapping, Emotions, Facial Expression, Facial Recognition, Female, Humans, Magnetic Resonance Imaging, Male, Transcranial Magnetic Stimulation, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/32714385,"Centers for Biomedical Engineering, University of Science and Technology of China, Hefei 230000, China.; Department of Neurology, The First Affiliated Hospital of Anhui Medical University, Hefei 230000, China.; Anhui Province Key Laboratory of Cognition and Neuropsychiatric Disorders, Hefei 230032, China.; The Fourth People's Hospital of Hefei, Hefei 230000, China."
32570678,10.3233/Shti200461,Strengthening Behavior and Social Functioning Among Persons with Autism Spectrum Conditions Using Artificial Intelligence and Behavioral Activation: Protocol for the Well-Being and Health for Loved onEs with ASD (WHOLE) Psychosocial Pilot Randomized Controlled Trial.,2020-06-16,"Although a proportion of families and communities in low resource settings continue to provide care to loved ones with autism spectrum conditions, many of the affected persons remain undiagnosed and without access to proven therapies due to high treatment cost and cultural pressures, in particular. Use of conversational agents on mobile phones in combination with behavior activation home care may provide an innovative, culturally appropriate and affordable platform for strengthening behavior and social functioning outcomes, in addition to an opportunity for participation of the persons with autism spectrum conditions in the intervention development process. We aim to assess the effectiveness of an intervention that incorporates artificial intelligence conversational agent technologies and behavioral activation therapy techniques.","Bowrin Pierre, Iqbal Usman",Studies in health technology and informatics,"Artificial Intelligence, Autistic Disorder, Behavior Therapy, Humans, Pilot Projects",https://www.ncbi.nlm.nih.gov/pubmed/32570678,"Global Health and Health Security Doctoral Program, College of Public Health, Taipei Medical University, Taipei, Taiwan.; Global Health and Health Security, College of Public Health, Taipei Medical University, Taipei, Taiwan."
32511015,10.1080/15374416.2020.1759075,Accommodation of Anxiety in Youth with Autism Spectrum Disorder: Results from the TAASD Study.,2022-01-01,"<b>Objective</b>: Accommodation, or the ways in which families modify their routines and expectations in response to a child's anxiety, is common and interferes with anxiety treatment outcomes. However, little research has examined family accommodation among youth with autism spectrum disorder and anxiety. The current study aimed to (a) identify pre-treatment correlates of accommodation, (b) examine changes in accommodation after treatment, and (c) assess relationships between accommodation and post-treatment anxiety severity.<b>Method</b>: The sample consisted of 167 youth (<i>mean age </i>= 9.90 years; 79.6% male; 18% Latinx) with clinically significant anxiety and a diagnosis of autism spectrum disorder who were enrolled in a randomized clinical trial comparing two cognitive behavioral therapy interventions for anxiety and treatment-as-usual. Participants were evaluated for symptom severity and family accommodation at pre- and post-treatment.<b>Results</b>: Results indicated that clinician-rated anxiety severity and parent-rated externalizing behaviors and autism spectrum disorder severity significantly predicted pre-treatment accommodation. Accommodation significantly decreased from pre- to post-treatment and non-responders showed significantly higher accommodation at post-treatment compared to responders. Finally, youth with higher pre-treatment accommodation had higher post-treatment anxiety.<b>Conclusions</b>: Findings indicate that accommodation for anxiety is common among youth with autism spectrum disorder and anxiety. Furthermore, accommodation is implicated in treatment outcomes and should be targeted in treatment for youth with autism spectrum disorder and anxiety.","Frank Hannah E, Kagan Elana R, Storch Eric A, Wood Jeffrey J, Kerns Connor M, Lewin Adam B, Small Brent J, Kendall Philip C","Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53","Anxiety, Anxiety Disorders, Autism Spectrum Disorder, Child, Cognitive Behavioral Therapy, Female, Humans, Male, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/32511015,"Department of Psychology, Temple University.; Pediatrics and Psychiatry & Biobehavioral Sciences, University of South Florida.; School of Aging Studies, University of South Florida.; Department of Education, University of California, Los Angeles.; Department of Psychology, University of British Columbia.; Department of Psychiatry and Behavioral Sciences, Baylor College of Medicine."
32415231,10.1038/S41598-020-65048-3,Adherence and acceptability of a robot-assisted Pivotal Response Treatment protocol for children with autism spectrum disorder.,2020-05-15,"The aim of this study is to present a robot-assisted therapy protocol for children with ASD based on the current state-of-the-art in both ASD intervention research and robotics research, and critically evaluate its adherence and acceptability based on child as well as parent ratings. The robot-assisted therapy was designed based on motivational components of Pivotal Response Treatment (PRT), a highly promising and feasible intervention focused at training ""pivotal"" (key) areas such as motivation for social interaction and self-initiations, with the goal of establishing collateral gains in untargeted areas of functioning and development, affected by autism spectrum disorders. Overall, children (3-8 y) could adhere to the robot-assisted therapy protocol (Mean percentage of treatment adherence 85.5%), showed positive affect ratings after therapy sessions (positive in 86.6% of sessions) and high robot likability scores (high in 79.4% of sessions). Positive likability ratings were mainly given by school-aged children (H(1) = 7.91, p = .005) and related to the movements, speech and game scenarios of the robot. Parent ratings on the added value of the robot were mainly positive (Mean of 84.8 on 0-100 scale), while lower parent ratings were related to inflexibility of robot behaviour.","van den Berk-Smeekens Iris, van Dongen-Boomsma Martine, De Korte Manon W P, Den Boer Jenny C, Oosterling Iris J, Peters-Scheffer Nienke C, Buitelaar Jan K, Barakova Emilia I, Lourens Tino, Staal Wouter G, Glennon Jeffrey C",Scientific reports,"Autism Spectrum Disorder, Behavior Therapy, Child, Child, Preschool, Clinical Protocols, Female, Humans, Interpersonal Relations, Male, Parent-Child Relations, Parents, Robotics, Treatment Adherence and Compliance",https://www.ncbi.nlm.nih.gov/pubmed/32415231,"Department of Cognitive Neuroscience, Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen Medical Centre, P.O. Box 9104, 6500 HB, Nijmegen, The Netherlands.; Department of Cognitive Neuroscience, Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen Medical Centre, P.O. Box 9104, 6500 HB, Nijmegen, The Netherlands. i.smeekens@karakter.com.; Behavioural Science Institute, Radboud University Nijmegen, PO Box 9104, 6500 HE, Nijmegen, The Netherlands.; Faculty of Industrial Design, University of Technology, Eindhoven, P.O. Box 513 5600 MB, Eindhoven, The Netherlands.; Karakter Child and Adolescent Psychiatry University Centre, Reinier Postlaan 12, 6525 GC, Nijmegen, The Netherlands.; Karakter Child and Adolescent Psychiatry, Postbus 68, 6710 BB, Ede, The Netherlands.; TiViPE, Kanaaldijk ZW 11, 5706 LD, Helmond, The Netherlands."
32406169,10.1111/Papt.12282,A systematic review of the use of acceptance and commitment therapy in supporting parents.,2021-04-01,"Acceptance and commitment therapy (ACT) has accrued a growing evidence-base for a wide variety of psychological difficulties. Given that ACT promotes broad and flexible repertoires of behaviour as well as neutralizing the ubiquitous psychological processes theorized to be responsible for much human suffering, such an approach may hold promise. The use of ACT-informed parenting interventions offers another alternative to solely behavioural approaches but it remains relatively understudied and in need of further exploration. The current systematic review, which searched four databases, aimed to collate all ACT interventions that included parental therapeutic components in the treatment of various child presenting difficulties. The review also rated the methodological rigour of the ACT evidence-base for this type of treatment format. Twenty-seven individual studies covering a broad spectrum of presenting problems were included, comprising of 1,155 participants. A large proportion of studies were within-group designs with a smaller number using randomized controlled trials. The majority of studies reported improvements on either parent report symptoms regarding child physical or psychological functioning as well as parent-reported measures of stress, depression, and anxiety. Similar improvements were noted on a number of ACT mechanisms of change outcomes, including mindfulness, acceptance, and cognitive fusing. These gains were evident for parents of children with neurodevelopmental disorders, chronic pain, and significant physical health difficulties. Maintenance or further treatment gains were often reported at follow-up. These positive findings are tempered by low levels of methodological rigour common in some of the studies included. Despite these limitations, ACT holds promise as a transdiagnostic intervention that can help with the parenting of children with a range of psychological and physical difficulties. ACT has accrued a relatively strong evidence base for a range of psychological difficulties. Despite some methodological shortcomings, ACT shows promise as an intervention to help parents manage stress and difficulties especially in relation to children with autism, chronic pain, and physical health needs. Further research is required in comparing ACT to more established treatments and helping consolidate initial positive findings.","Byrne Gary, Ghráda Áine Ní, O'Mahony Teresa, Brennan Emma",Psychology and psychotherapy,"Acceptance and Commitment Therapy, Anxiety, Child, Humans, Parenting",https://www.ncbi.nlm.nih.gov/pubmed/32406169,"Health Service Executive, Dublin, Ireland.; School of Psychology, Trinity College, Dublin, Ireland."
32388538,10.1038/S41386-020-0693-0,Serotonin differentially modulates the temporal dynamics of the limbic response to facial emotions in male adults with and without autism spectrum disorder (ASD): a randomised placebo-controlled single-dose crossover trial.,2020-12-01,"Emotion processing-including signals from facial expressions-is often altered in individuals with autism spectrum disorder (ASD). The biological basis of this is poorly understood but may include neurochemically mediated differences in the responsivity of key 'limbic' regions (including amygdala, ventromedial prefrontal cortex (vmPFC) and nucleus accumbens (NAc)). Emerging evidence also suggests that ASD may be a disorder of brain temporal dynamics. Moreover, serotonin (5-HT) has been shown to be a key regulator of both facial-emotion processing and brain dynamics, and 5-HT abnormalities have been consistently implicated in ASD. To date, however, no one has examined how 5-HT influences the dynamics of facial-emotion processing in ASD. Therefore, we compared the influence of 5-HT on the responsivity of brain dynamics during facial-emotion processing in individuals with and without ASD. Participants completed a facial-emotion processing fMRI task at least 8 days apart using a randomised double-blind crossover design. At each visit they received either a single 20-mg oral dose of the selective serotonin reuptake inhibitor (SSRI) citalopram or placebo. We found that citalopram (which increases levels of 5-HT) caused sustained activation in key limbic regions during processing of negative facial emotions in adults with ASD-but not in neurotypical adults. The neurotypical adults' limbic response reverted more rapidly to baseline following a 5-HT-challenge. Our results suggest that serotonergic homoeostatic control of the temporal dynamics in limbic regions is altered in adults with ASD, and provide a fresh perspective on the biology of ASD.","Wong Nichol M L, Findon James L, Wichers Robert H, Giampietro Vincent, Stoencheva Vladimira, Murphy Clodagh M, Blainey Sarah, Ecker Christine, Murphy Declan G, McAlonan Grainne M, Daly Eileen",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,"Adult, Autism Spectrum Disorder, Cross-Over Studies, Emotions, Facial Expression, Humans, Magnetic Resonance Imaging, Male, Serotonin",https://www.ncbi.nlm.nih.gov/pubmed/32388538,"Department of Forensic and Neurodevelopmental Sciences, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London, UK. nichol.wong@kcl.ac.uk.; Department of Forensic and Neurodevelopmental Sciences, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London, UK.; Department of Neuroimaging, Institute of Psychiatry, Psychology, and Neuroscience, King's College London, London, UK.; Department of Child and Adolescent Psychiatry, Psychosomatics and Psychotherapy, Goethe University Frankfurt am Main, Frankfurt, Germany."
32372401,10.1007/S11126-020-09751-4,Interventions to Reduce Stigma Related to Mental Illnesses in Educational Institutes: a Systematic Review.,2020-09-01,"This investigation reviews the effectiveness of anti-stigma interventions employed at educational institutes; to improve knowledge, attitude and beliefs regarding mental health disorders among students. Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) checklist guidelines were followed and protocol was registered in PROSPERO (CRD42018114535). Forty four randomized controlled trials were considered eligible after screening of 104 full-text articles against inclusion and exclusion criteria.Several interventions have been employed to tackle stigma toward psychiatric illnesses, including education through lectures and case scenarios, contact-based interventions, and role-plays as strategies to address stigma towards mental illnesses. A high proportion of trials noted that there was a significant improvement for stigma (19/25, 76%), attitude (8/11, 72%), helping-seeking (8/11, 72%), knowledge of mental health including recognition of depression (11/14, 78%), and social distance (4/7, 57%). These interventions also helped in reducing both public and self-stigma. Majority of the studies showed that the anti-stigma interventions were successful in improving mental health literacy, attitude and beliefs towards mental health illnesses.","Waqas Ahmed, Malik Salma, Fida Ania, Abbas Noureen, Mian Nadeem, Miryala Sannihitha, Amray Afshan Naz, Shah Zunairah, Naveed Sadiq",The Psychiatric quarterly,"Health Education, Health Knowledge, Attitudes, Practice, Humans, Mental Disorders, Persons with Psychiatric Disorders, Psychosocial Intervention, Role Playing, Social Stigma",https://www.ncbi.nlm.nih.gov/pubmed/32372401,"FMH College of Medicine & Dentistry, Lahore, Pakistan.; Dow University of Health Sciences, Karachi, Pakistan.; Integrated Psychiatric Consultants, Kansas, KS, USA.; King Edward Medical University, Lahore, Pakistan.; Psychiatry and Behavioral Sciences, University of Kansas Medical Center, Kansas, USA.; Mental Health Counselor, PICACS, Washington, USA.; Institute of Population Health Sciences, University of Liverpool, Liverpool, UK. ahmedwaqas1990@hotmail.com.; Program Director: Child and Adolescent Psychiatry Fellowship, Institute of Living/Hartford Healthcare, Hartford, CT, USA.; Weiss Memorial Hospital, Illinois, Chicago, USA."
32329237,10.1002/Aur.2308,Addressing Challenging Behavior During Hospitalizations for Children with Autism: A Pilot Applied Behavior Analysis Randomized Controlled Trial.,2020-07-01,"This study evaluated the feasibility, acceptance, and potential clinical benefit of brief applied behavior analysis (ABA)-based interventions for children and adolescents with autism spectrum disorder (ASD) displaying challenging behaviors during hospitalizations. Participants included 36 children diagnosed with ASD, 6-17 years of age, who were medically or psychiatrically hospitalized. Children in the intervention group received a brief ABA intervention and were compared to children in the evaluation and monitoring-only group. Families and staff recommended the intervention, children receiving the intervention demonstrated significantly more improvement in unblinded ratings of clinical severity, data from physicians indicated a positive effect of the intervention on levels of staffing and restraints and attending medical providers universally reported satisfaction and benefit of the intervention. Improvements in challenging behaviors were not significantly different as reported by parents, and the length of hospitalization did not differ between the groups. Ultimately, the outcomes of this pilot study suggest incorporating specialized ABA-based assessment and intervention during hospitalization may be feasible and well accepted by clinicians and families. However, future research must address potent methodological challenges related to capturing meaningful data during hospitalizations in order to answer questions of ultimate pragmatic, clinical, and system-level benefits. Trial Registration ClinicalTrials.gov Identifier NCT02339935, Registered 16 January 2015, First participant consented 23 February 2015. Autism Res 2020, 13: 1072-1078. © 2020 International Society for Autism Research, Wiley Periodicals, Inc. LAY SUMMARY: Inpatient hospitalizations for children with autism spectrum disorder (ASD) and severe behavior are common, challenging, and costly in terms of human experience. This study evaluated the benefit of brief applied behavior analysis-based interventions to children and adolescents with ASD displaying challenging behaviors during hospitalizations. Families and staff evaluating the procedures noted perceived potential benefits of the intervention, but this initial pilot study did not document changes in hospitalization length or blinded rating of improvement.","Sanders Kevin, Staubitz John, Juárez A Pablo, Marler Sarah, Browning Whitney, McDonnell Erin, Altstein Lily, Macklin Eric A, Warren Zachary",Autism research : official journal of the International Society for Autism Research,"Adolescent, Applied Behavior Analysis, Autism Spectrum Disorder, Child, Hospitalization, Humans, Pilot Projects",https://www.ncbi.nlm.nih.gov/pubmed/32329237,"Department of Psychiatry and Behavior Sciences, Vanderbilt University Medical Center, Nashville, Tennessee, USA.; Department of Pediatrics, Vanderbilt University Medical Center, Nashville, Tennessee, USA.; Biostatistics Center, Massachusetts General Hospital, Boston, Massachusetts, USA."
32309885,10.1002/14651858.Cd004407.Pub4,"Vaccines for measles, mumps, rubella, and varicella in children.",2020-04-20,"Measles, mumps, rubella, and varicella (chickenpox) are serious diseases that can lead to serious complications, disability, and death. However, public debate over the safety of the trivalent MMR vaccine and the resultant drop in vaccination coverage in several countries persists, despite its almost universal use and accepted effectiveness. This is an update of a review published in 2005 and updated in 2012. To assess the effectiveness, safety, and long- and short-term adverse effects associated with the trivalent vaccine, containing measles, rubella, mumps strains (MMR), or concurrent administration of MMR vaccine and varicella vaccine (MMR+V), or tetravalent vaccine containing measles, rubella, mumps, and varicella strains (MMRV), given to children aged up to 15 years. We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library 2019, Issue 5), which includes the Cochrane Acute Respiratory Infections Group's Specialised Register, MEDLINE (1966 to 2 May 2019), Embase (1974 to 2 May 2019), the WHO International Clinical Trials Registry Platform (2 May 2019), and ClinicalTrials.gov (2 May 2019). We included randomised controlled trials (RCTs), controlled clinical trials (CCTs), prospective and retrospective cohort studies (PCS/RCS), case-control studies (CCS), interrupted time-series (ITS) studies, case cross-over (CCO) studies, case-only ecological method (COEM) studies, self-controlled case series (SCCS) studies, person-time cohort (PTC) studies, and case-coverage design/screening methods (CCD/SM) studies, assessing any combined MMR or MMRV / MMR+V vaccine given in any dose, preparation or time schedule compared with no intervention or placebo, on healthy children up to 15 years of age. Two review authors independently extracted data and assessed the methodological quality of the included studies. We grouped studies for quantitative analysis according to study design, vaccine type (MMR, MMRV, MMR+V), virus strain, and study settings. Outcomes of interest were cases of measles, mumps, rubella, and varicella, and harms. Certainty of evidence of was rated using GRADE. We included 138 studies (23,480,668 participants). Fifty-one studies (10,248,159 children) assessed vaccine effectiveness and 87 studies (13,232,509 children) assessed the association between vaccines and a variety of harms. We included 74 new studies to this 2019 version of the review. Effectiveness Vaccine effectiveness in preventing measles was 95% after one dose (relative risk (RR) 0.05, 95% CI 0.02 to 0.13; 7 cohort studies; 12,039 children; moderate certainty evidence) and 96% after two doses (RR 0.04, 95% CI 0.01 to 0.28; 5 cohort studies; 21,604 children; moderate certainty evidence). The effectiveness in preventing cases among household contacts or preventing transmission to others the children were in contact with after one dose was 81% (RR 0.19, 95% CI 0.04 to 0.89; 3 cohort studies; 151 children; low certainty evidence), after two doses 85% (RR 0.15, 95% CI 0.03 to 0.75; 3 cohort studies; 378 children; low certainty evidence), and after three doses was 96% (RR 0.04, 95% CI 0.01 to 0.23; 2 cohort studies; 151 children; low certainty evidence). The effectiveness (at least one dose) in preventing measles after exposure (post-exposure prophylaxis) was 74% (RR 0.26, 95% CI 0.14 to 0.50; 2 cohort studies; 283 children; low certainty evidence). The effectiveness of Jeryl Lynn containing MMR vaccine in preventing mumps was 72% after one dose (RR 0.24, 95% CI 0.08 to 0.76; 6 cohort studies; 9915 children; moderate certainty evidence), 86% after two doses (RR 0.12, 95% CI 0.04 to 0.35; 5 cohort studies; 7792 children; moderate certainty evidence). Effectiveness in preventing cases among household contacts was 74% (RR 0.26, 95% CI 0.13 to 0.49; 3 cohort studies; 1036 children; moderate certainty evidence). Vaccine effectiveness against rubella is 89% (RR 0.11, 95% CI 0.03 to 0.42; 1 cohort study; 1621 children; moderate certainty evidence). Vaccine effectiveness against varicella (any severity) after two doses in children aged 11 to 22 months is 95% in a 10 years follow-up (rate ratio (rr) 0.05, 95% CI 0.03 to 0.08; 1 RCT; 2279 children; high certainty evidence). Safety There is evidence supporting an association between aseptic meningitis and MMR vaccines containing Urabe and Leningrad-Zagreb mumps strains, but no evidence supporting this association for MMR vaccines containing Jeryl Lynn mumps strains (rr 1.30, 95% CI 0.66 to 2.56; low certainty evidence). The analyses provide evidence supporting an association between MMR/MMR+V/MMRV vaccines (Jeryl Lynn strain) and febrile seizures. Febrile seizures normally occur in 2% to 4% of healthy children at least once before the age of 5. The attributable risk febrile seizures vaccine-induced is estimated to be from 1 per 1700 to 1 per 1150 administered doses. The analyses provide evidence supporting an association between MMR vaccination and idiopathic thrombocytopaenic purpura (ITP). However, the risk of ITP after vaccination is smaller than after natural infection with these viruses. Natural infection of ITP occur in 5 cases per 100,000 (1 case per 20,000) per year. The attributable risk is estimated about 1 case of ITP per 40,000 administered MMR doses. There is no evidence of an association between MMR immunisation and encephalitis or encephalopathy (rate ratio 0.90, 95% CI 0.50 to 1.61; 2 observational studies; 1,071,088 children; low certainty evidence), and autistic spectrum disorders (rate ratio 0.93, 95% CI 0.85 to 1.01; 2 observational studies; 1,194,764 children; moderate certainty). There is insufficient evidence to determine the association between MMR immunisation and inflammatory bowel disease (odds ratio 1.42, 95% CI 0.93 to 2.16; 3 observational studies; 409 cases and 1416 controls; moderate certainty evidence). Additionally, there is no evidence supporting an association between MMR immunisation and cognitive delay, type 1 diabetes, asthma, dermatitis/eczema, hay fever, leukaemia, multiple sclerosis, gait disturbance, and bacterial or viral infections. Existing evidence on the safety and effectiveness of MMR/MMRV vaccines support their use for mass immunisation. Campaigns aimed at global eradication should assess epidemiological and socioeconomic situations of the countries as well as the capacity to achieve high vaccination coverage. More evidence is needed to assess whether the protective effect of MMR/MMRV could wane with time since immunisation.","Di Pietrantonj Carlo, Rivetti Alessandro, Marchione Pasquale, Debalini Maria Grazia, Demicheli Vittorio",The Cochrane database of systematic reviews,"Adolescent, Age Factors, Autistic Disorder, Chickenpox Vaccine, Child, Child, Preschool, Clinical Trials as Topic, Crohn Disease, Epidemiologic Studies, Humans, Infant, Measles, Measles-Mumps-Rubella Vaccine, Mumps, Purpura, Thrombocytopenic, Rubella, Seizures, Febrile, Vaccines, Attenuated",https://www.ncbi.nlm.nih.gov/pubmed/32309885,"Italian Medicine Agency - AIFA, Signal Management Unit, Post-Marketing Surveillance Department, Via del Tritone 181, Rome, Italy, 00187.; SC Farmacia Ospedaliera ASL, Alessandria, Italy.; Azienda Sanitaria Locale ASL AL, Servizio Regionale di Riferimento per l'Epidemiologia, SSEpi-SeREMI, Via Venezia 6, Alessandria, Italy, 15121.; ASL CN2 Alba Bra, Dipartimento di Prevenzione - S.Pre.S.A.L, Via Vida 10, Alba, Piemonte, Italy, 12051."
